Date,Tweet,ID,Time,Impressions,Engagements,Engagement Rate,Retweets,Replies,Likes,User Profile Clicks,URL Clicks,Hashtag Clicks,Detail Expands,Permalink Clicks,App Opens,App Installs,Follows,Email Tweet,Dial Phone,Media Views,Media Engagements
2020-07-23 07:54:00,#BreakingNews is the future! Can't wait to see what happens next.,4837393,07:54:00,35578,2067,0.0581,886,265,485,216,200,102,265,133,94,34,29,18,5,4996,719
2020-01-06 23:39:00,Just saw something interesting about #BreakingNews. Thoughts?,1995776,23:39:00,6358,6283,0.9882,893,461,3186,407,217,66,657,380,65,29,22,19,5,4173,1161
2020-02-01 17:48:00,"I just read an article on #FoodLover, and it's amazing!",7474309,17:48:00,42696,28389,0.6649,904,476,1226,214,167,30,189,180,62,0,84,18,9,4135,347
2020-11-02 03:02:00,Did you hear about #BreakingNews? Crazy stuff!,5112154,03:02:00,1661,989,0.5954,255,604,1949,389,138,127,637,367,61,13,55,20,3,3469,2014
2020-09-09 15:13:00,Loving the latest updates on #FoodLover!,3772854,15:13:00,37577,11130,0.2962,1369,40,2884,236,225,166,21,321,94,50,40,20,5,614,1780
2020-01-13 05:53:00,Loving the latest updates on #FoodLover!,4051825,05:53:00,7793,3771,0.4839,1991,271,3900,316,241,130,690,237,81,23,17,18,7,2301,2596
2020-08-14 11:51:00,Did you hear about #FoodLover? Crazy stuff!,2558284,11:51:00,42819,405,0.0095,1163,531,1156,62,255,79,528,164,98,13,28,13,6,2000,1147
2020-02-10 00:30:00,#Football is the future! Can't wait to see what happens next.,9904216,00:30:00,40834,32666,0.8,350,16,1501,426,46,40,485,350,78,1,95,18,4,657,2421
2020-07-20 08:15:00,Did you hear about #Gaming? Crazy stuff!,5501664,08:15:00,26675,21395,0.8021,1376,645,2519,218,285,119,54,186,87,46,36,15,7,2928,198
2020-10-22 07:53:00,Just saw something interesting about #Football. Thoughts?,7019402,07:53:00,28891,21214,0.7343,1753,289,568,130,191,159,557,8,73,2,46,9,6,3406,2358
2020-10-13 01:12:00,"I just read an article on #FoodLover, and it's amazing!",3236266,01:12:00,47085,14388,0.3056,1616,307,4816,440,162,113,117,95,92,48,79,5,7,3418,2144
2020-02-28 01:12:00,Just saw something interesting about #Football. Thoughts?,3749831,01:12:00,9677,6485,0.6701,176,24,2806,387,86,124,440,201,54,21,30,15,0,964,1087
2020-11-12 20:32:00,Loving the latest updates on #Football!,8237185,20:32:00,49917,11889,0.2382,1947,165,1583,238,121,108,141,323,89,21,20,5,8,871,940
2020-10-10 02:44:00,"I just read an article on #FoodLover, and it's amazing!",5261144,02:44:00,34912,33851,0.9696,1641,225,4056,350,280,188,359,351,84,27,42,5,5,4625,427
2020-02-20 22:18:00,"I just read an article on #Gaming, and it's amazing!",5444028,22:18:00,17170,8634,0.5029,1088,291,1330,156,55,55,184,384,46,42,34,1,6,4650,2161
2020-01-09 12:07:00,Just saw something interesting about #FoodLover. Thoughts?,1038363,12:07:00,43146,7678,0.178,120,913,865,399,183,190,601,190,82,29,87,15,6,326,771
2020-07-30 10:26:00,Loving the latest updates on #AI!,8218602,10:26:00,25197,24590,0.9759,1543,723,3747,454,196,27,373,206,81,37,66,19,3,3558,1556
2020-08-18 16:20:00,Just saw something interesting about #AI. Thoughts?,4021004,16:20:00,42948,5483,0.1277,1471,674,1157,61,210,50,306,326,42,40,5,12,2,1962,2267
2020-03-30 16:31:00,Just saw something interesting about #Gaming. Thoughts?,7499930,16:31:00,22197,12659,0.5703,604,155,3483,217,46,131,196,310,32,40,30,12,8,3344,1735
2020-05-19 08:14:00,#AI is the future! Can't wait to see what happens next.,6156152,08:14:00,19055,8306,0.4359,1352,202,16,313,172,103,194,371,6,35,77,8,10,4589,330
2020-11-17 19:32:00,"I just read an article on #FoodLover, and it's amazing!",1180096,19:32:00,11012,474,0.043,313,876,518,186,282,79,596,282,61,10,3,10,1,395,2862
2020-06-10 22:53:00,#Football is the future! Can't wait to see what happens next.,1443612,22:53:00,21000,11037,0.5256,540,204,2696,487,152,31,652,218,6,0,75,8,3,3377,2207
2020-10-12 03:44:00,Loving the latest updates on #Gaming!,4473186,03:44:00,14349,2100,0.1464,1450,860,2544,399,51,42,668,94,83,41,74,14,1,73,2402
2020-11-15 23:23:00,Did you hear about #BreakingNews? Crazy stuff!,2475071,23:23:00,12681,9752,0.769,82,819,482,304,196,118,436,203,80,32,38,18,9,2068,1925
2020-07-27 14:13:00,#Gaming is the future! Can't wait to see what happens next.,7664256,14:13:00,1186,738,0.6223,1535,982,486,485,283,170,275,185,64,25,10,16,7,2116,501
2020-07-13 22:41:00,Just saw something interesting about #BreakingNews. Thoughts?,6797512,22:41:00,10914,2679,0.2455,924,803,3485,423,221,37,447,104,17,18,44,11,4,3012,2895
2020-04-21 19:08:00,"I just read an article on #BreakingNews, and it's amazing!",4584144,19:08:00,40235,22980,0.5711,136,532,1199,318,289,44,666,170,2,15,19,4,0,3109,2757
2020-02-01 03:47:00,#AI is the future! Can't wait to see what happens next.,5318638,03:47:00,20273,4998,0.2465,1079,429,1397,209,3,95,92,221,66,10,63,3,4,2118,2181
2020-08-14 11:16:00,Loving the latest updates on #Gaming!,3816829,11:16:00,37448,15829,0.4227,1599,840,3362,294,99,191,77,302,35,48,87,3,6,713,1648
2020-02-26 11:42:00,#Football is the future! Can't wait to see what happens next.,2988427,11:42:00,47561,4379,0.0921,1393,711,697,162,256,61,291,4,77,14,82,19,3,4065,2275
2020-04-09 03:41:00,Did you hear about #BreakingNews? Crazy stuff!,2765834,03:41:00,18694,4238,0.2267,744,928,413,283,180,177,157,115,86,3,96,3,6,858,958
2020-09-22 15:48:00,Just saw something interesting about #BreakingNews. Thoughts?,3147432,15:48:00,20106,13151,0.6541,1701,416,1059,414,297,70,186,255,34,36,29,12,6,877,758
2020-04-27 15:36:00,#AI is the future! Can't wait to see what happens next.,8131264,15:36:00,19691,6577,0.334,633,803,2473,24,215,27,108,311,11,25,59,1,6,3958,1147
2020-01-01 00:39:00,"I just read an article on #Gaming, and it's amazing!",4453979,00:39:00,18098,10416,0.5755,1859,633,1080,214,132,196,358,186,24,44,51,12,6,1769,418
2020-06-25 18:43:00,#AI is the future! Can't wait to see what happens next.,2113436,18:43:00,47722,42433,0.8892,873,478,3639,216,207,116,675,211,80,48,21,18,8,4644,810
2020-08-12 19:29:00,Loving the latest updates on #Gaming!,9970361,19:29:00,33092,32523,0.9828,418,770,4559,150,116,141,348,272,51,14,29,3,0,3798,1722
2020-11-21 21:35:00,Just saw something interesting about #Gaming. Thoughts?,3437128,21:35:00,37491,2645,0.0706,837,828,3569,339,291,143,47,328,67,6,67,14,0,4284,2325
2020-11-26 08:33:00,"I just read an article on #Gaming, and it's amazing!",8590885,08:33:00,28928,14380,0.4971,1629,766,4935,225,193,22,261,227,60,39,98,16,9,4047,1943
2020-10-19 21:03:00,Loving the latest updates on #BreakingNews!,8036670,21:03:00,25676,23526,0.9163,1149,116,3535,472,78,8,274,93,76,31,38,11,6,3272,1896
2020-11-23 14:11:00,Did you hear about #Football? Crazy stuff!,4249212,14:11:00,19595,12524,0.6391,1019,253,2434,382,99,167,424,136,16,40,60,3,7,3528,2735
2020-03-16 14:42:00,"I just read an article on #FoodLover, and it's amazing!",7635323,14:42:00,11484,3408,0.2968,1875,727,4946,347,73,64,485,350,13,15,67,17,1,4109,536
2020-06-08 09:26:00,"I just read an article on #Gaming, and it's amazing!",1123911,09:26:00,7035,367,0.0522,610,918,3314,313,138,79,686,399,52,13,77,6,9,1744,1525
2020-10-15 17:14:00,Loving the latest updates on #BreakingNews!,1694427,17:14:00,34617,10756,0.3107,1546,820,900,333,266,150,457,264,4,50,55,8,4,1888,1321
2020-11-01 07:24:00,#Gaming is the future! Can't wait to see what happens next.,2886882,07:24:00,8336,708,0.0849,1951,816,1332,165,262,47,409,92,88,44,52,6,2,3591,686
2020-08-12 06:44:00,#BreakingNews is the future! Can't wait to see what happens next.,6438102,06:44:00,18035,15389,0.8533,1167,347,3869,467,134,82,640,354,66,44,48,10,6,4201,272
2020-03-19 23:29:00,"I just read an article on #AI, and it's amazing!",8146854,23:29:00,14973,137,0.0091,668,545,1513,174,94,30,581,383,8,35,26,19,4,2547,1591
2020-12-31 16:42:00,Just saw something interesting about #FoodLover. Thoughts?,2061766,16:42:00,49243,1170,0.0238,1423,944,939,198,10,135,257,344,50,38,65,18,6,2852,1041
2020-10-15 14:58:00,#FoodLover is the future! Can't wait to see what happens next.,9021974,14:58:00,4252,3849,0.9052,1188,914,3709,7,173,169,229,157,98,35,90,3,7,2713,428
2020-09-16 10:50:00,"I just read an article on #AI, and it's amazing!",6766774,10:50:00,37008,12898,0.3485,303,523,12,261,273,141,663,33,8,42,53,20,7,4999,552
2020-06-18 02:18:00,#Football is the future! Can't wait to see what happens next.,1454585,02:18:00,41380,8842,0.2137,1841,937,4567,16,18,31,563,304,76,0,66,0,1,3392,549
2020-10-23 15:00:00,Just saw something interesting about #Gaming. Thoughts?,9043301,15:00:00,13145,6904,0.5252,311,402,4758,408,14,8,351,314,52,11,37,2,6,4623,242
2020-09-24 11:02:00,Loving the latest updates on #Gaming!,5707096,11:02:00,9582,7020,0.7326,1713,852,2756,162,21,138,310,346,34,9,10,19,0,2662,2647
2020-05-14 06:10:00,Loving the latest updates on #BreakingNews!,1129304,06:10:00,5131,2868,0.559,1989,272,2047,70,56,69,57,185,10,12,92,13,9,3197,2251
2020-07-09 18:14:00,Just saw something interesting about #BreakingNews. Thoughts?,2703218,18:14:00,22119,7573,0.3424,1362,324,3162,78,272,130,44,381,69,17,3,12,3,1175,69
2020-04-30 21:59:00,#Football is the future! Can't wait to see what happens next.,4794135,21:59:00,11421,2822,0.2471,16,830,4185,279,258,66,229,50,30,20,18,2,5,2612,1905
2020-02-12 10:24:00,#Gaming is the future! Can't wait to see what happens next.,6690888,10:24:00,41825,13889,0.3321,1614,327,2216,111,216,193,376,317,60,1,23,4,9,2902,2955
2020-10-11 19:02:00,"I just read an article on #AI, and it's amazing!",7813781,19:02:00,26188,5447,0.208,1060,352,4091,324,206,108,44,92,21,22,11,1,8,4072,1589
2020-09-02 01:14:00,Loving the latest updates on #Football!,2781849,01:14:00,15142,4900,0.3236,558,99,2079,283,284,12,159,381,80,14,14,2,5,1285,146
2020-09-12 06:45:00,Just saw something interesting about #Football. Thoughts?,2009216,06:45:00,25374,10185,0.4014,1651,716,2109,415,219,10,178,73,49,27,60,13,9,2947,2160
2020-11-29 23:35:00,"I just read an article on #BreakingNews, and it's amazing!",4107738,23:35:00,11511,10616,0.9222,936,540,54,62,73,46,628,115,15,15,18,6,5,1148,83
2020-10-09 17:08:00,Loving the latest updates on #AI!,8773242,17:08:00,21768,8541,0.3924,301,335,2035,430,91,113,8,180,72,34,13,3,6,4095,445
2020-07-27 21:00:00,Loving the latest updates on #FoodLover!,9498666,21:00:00,30013,27741,0.9243,1759,732,2632,484,190,118,482,242,79,28,11,8,8,2507,1245
2020-02-01 19:51:00,"I just read an article on #BreakingNews, and it's amazing!",1249658,19:51:00,24933,7660,0.3072,555,990,3202,492,243,81,234,12,8,23,17,9,8,3858,57
2020-06-25 01:22:00,#BreakingNews is the future! Can't wait to see what happens next.,6903783,01:22:00,43279,31955,0.7383,563,16,3470,328,294,60,507,281,41,45,46,9,8,3434,640
2020-04-18 03:15:00,#FoodLover is the future! Can't wait to see what happens next.,7611172,03:15:00,11415,8029,0.7034,1488,662,2961,137,62,193,648,50,28,30,77,5,1,3715,475
2020-12-14 11:56:00,Did you hear about #Football? Crazy stuff!,7418794,11:56:00,15688,6648,0.4238,1425,231,2881,291,170,191,633,149,46,46,87,4,4,1332,1797
2020-10-07 21:32:00,#Football is the future! Can't wait to see what happens next.,3498208,21:32:00,29169,3348,0.1148,385,990,1612,111,214,165,64,361,86,30,62,17,0,1527,2592
2020-12-28 03:28:00,"I just read an article on #AI, and it's amazing!",7204368,03:28:00,48675,45792,0.9408,1957,819,3192,349,95,178,522,356,25,47,25,7,10,2792,2025
2020-10-24 02:45:00,Did you hear about #FoodLover? Crazy stuff!,2167377,02:45:00,45858,16486,0.3595,255,217,1130,378,39,95,359,61,12,38,85,20,6,1996,2960
2020-04-04 17:17:00,#AI is the future! Can't wait to see what happens next.,6194741,17:17:00,8352,672,0.0805,399,270,2969,354,280,195,334,164,55,39,86,18,1,452,835
2020-10-21 06:01:00,Loving the latest updates on #Gaming!,1318722,06:01:00,41088,35615,0.8668,1097,340,2244,122,121,62,499,170,22,37,29,12,5,2952,2494
2020-09-03 16:49:00,Loving the latest updates on #FoodLover!,3402011,16:49:00,1848,1462,0.7911,176,391,4989,439,299,13,302,6,42,34,5,16,8,4022,1743
2020-04-13 23:06:00,Did you hear about #BreakingNews? Crazy stuff!,5111820,23:06:00,2843,522,0.1836,1914,25,643,15,297,102,388,29,44,15,40,14,5,2157,1041
2020-05-21 17:11:00,#Gaming is the future! Can't wait to see what happens next.,9747887,17:11:00,24627,5534,0.2247,1696,847,2143,273,3,101,213,18,4,29,71,15,5,3135,719
2020-05-26 04:53:00,Loving the latest updates on #FoodLover!,3496295,04:53:00,2994,1114,0.3721,347,196,2051,284,236,95,684,372,90,45,81,3,4,4028,2922
2020-08-11 11:13:00,Just saw something interesting about #AI. Thoughts?,6176641,11:13:00,14658,13844,0.9445,1298,842,3693,186,290,51,347,233,68,20,79,14,8,4890,2288
2020-09-13 09:37:00,"I just read an article on #BreakingNews, and it's amazing!",9361537,09:37:00,34918,29249,0.8376,1185,899,590,349,240,196,396,158,61,10,91,15,3,121,325
2020-11-04 19:54:00,Just saw something interesting about #BreakingNews. Thoughts?,4390542,19:54:00,44335,18985,0.4282,1056,196,3579,436,192,113,452,249,63,38,28,12,4,2828,1854
2020-12-22 20:24:00,"I just read an article on #AI, and it's amazing!",5019211,20:24:00,37740,32776,0.8685,1600,400,230,82,52,100,368,252,71,10,50,4,3,876,763
2020-08-03 21:40:00,Did you hear about #Football? Crazy stuff!,5417524,21:40:00,36446,3382,0.0928,1127,777,3792,181,281,178,98,116,44,12,7,14,9,4807,635
2020-07-23 03:13:00,Just saw something interesting about #AI. Thoughts?,3860569,03:13:00,23022,1114,0.0484,115,186,3057,408,87,126,555,343,71,0,57,6,3,514,749
2020-11-18 19:10:00,Loving the latest updates on #AI!,4267590,19:10:00,2577,2504,0.9717,1113,448,2378,244,21,163,109,148,50,0,48,2,10,1496,1271
2020-09-28 08:08:00,Did you hear about #AI? Crazy stuff!,6993179,08:08:00,44843,23805,0.5309,1024,361,4457,297,178,125,489,180,12,41,70,4,2,2306,2684
2020-01-08 08:42:00,"I just read an article on #Football, and it's amazing!",8220758,08:42:00,26343,18068,0.6859,1592,793,978,131,135,149,410,86,31,11,88,8,5,3489,2604
2020-04-12 11:30:00,Just saw something interesting about #BreakingNews. Thoughts?,3138591,11:30:00,27221,9377,0.3445,241,991,2988,246,71,73,397,216,33,15,84,9,1,4549,3
2020-06-25 03:05:00,Did you hear about #AI? Crazy stuff!,1792199,03:05:00,21151,15129,0.7153,539,933,724,43,261,87,683,268,25,12,48,1,8,745,599
2020-12-14 23:19:00,"I just read an article on #FoodLover, and it's amazing!",4455424,23:19:00,44339,29747,0.6709,1351,685,2046,407,260,43,594,229,68,1,82,14,5,4704,726
2020-07-31 12:01:00,"I just read an article on #AI, and it's amazing!",8558890,12:01:00,34471,21588,0.6263,1709,810,4068,400,38,154,86,152,61,28,51,7,4,3602,1380
2020-11-05 01:18:00,"I just read an article on #FoodLover, and it's amazing!",8209954,01:18:00,6241,5792,0.9281,1037,79,4169,34,6,36,663,284,43,40,44,20,10,13,2478
2020-07-10 11:56:00,Loving the latest updates on #Football!,2225145,11:56:00,26914,12781,0.4749,1707,686,900,157,66,197,79,203,38,26,74,2,8,1326,144
2020-08-25 04:08:00,Did you hear about #FoodLover? Crazy stuff!,6397303,04:08:00,9446,4597,0.4867,1224,521,4698,289,128,8,357,93,32,26,43,3,3,3587,1745
2020-04-03 20:24:00,Did you hear about #FoodLover? Crazy stuff!,4709243,20:24:00,19741,13137,0.6655,209,6,3639,311,212,114,349,312,22,7,46,9,3,3631,2219
2020-09-29 01:29:00,Loving the latest updates on #BreakingNews!,4161767,01:29:00,8097,5727,0.7073,1110,458,4061,31,37,82,477,346,10,17,27,1,7,4688,565
2020-04-02 08:51:00,Did you hear about #BreakingNews? Crazy stuff!,5206872,08:51:00,7485,2010,0.2685,382,346,3318,384,259,128,304,120,27,49,40,11,6,3608,941
2020-01-08 09:38:00,"I just read an article on #FoodLover, and it's amazing!",2613753,09:38:00,22179,4526,0.2041,470,20,2306,293,245,176,196,353,49,17,93,2,9,2679,732
2020-10-27 04:41:00,Loving the latest updates on #AI!,8322235,04:41:00,9240,8007,0.8666,1152,289,1918,143,237,133,287,47,36,40,49,18,9,4565,2943
2020-08-02 18:26:00,Loving the latest updates on #Gaming!,9046473,18:26:00,8401,2370,0.2821,1783,796,4966,299,268,39,20,31,15,3,14,17,9,150,2504
2020-03-13 11:17:00,Did you hear about #FoodLover? Crazy stuff!,7448155,11:17:00,36838,8523,0.2314,980,163,3265,46,208,21,648,106,29,15,66,10,0,2901,2484
2020-02-23 09:04:00,"I just read an article on #Gaming, and it's amazing!",6519171,09:04:00,42157,781,0.0185,1470,551,2143,265,277,136,406,54,4,36,73,5,7,3928,1833
2020-11-06 04:20:00,#FoodLover is the future! Can't wait to see what happens next.,9139361,04:20:00,32455,30960,0.9539,339,683,2848,454,223,99,266,304,4,23,82,15,8,1490,806
2020-04-29 22:13:00,Just saw something interesting about #FoodLover. Thoughts?,5816548,22:13:00,1391,1336,0.9605,963,840,4494,141,214,45,647,167,40,49,71,1,7,4090,2538
2020-07-04 15:16:00,"I just read an article on #Football, and it's amazing!",3264650,15:16:00,12446,8898,0.7149,904,951,4868,111,27,103,393,373,7,29,66,4,4,1335,1010
2020-04-23 19:59:00,#Gaming is the future! Can't wait to see what happens next.,4338977,19:59:00,42172,21529,0.5105,281,447,1136,270,247,33,320,1,45,39,52,1,5,3036,2860
2020-07-09 21:27:00,Did you hear about #AI? Crazy stuff!,4938568,21:27:00,11407,3801,0.3332,1981,511,1512,349,33,57,422,163,66,19,31,12,4,4358,236
2020-04-12 04:32:00,Just saw something interesting about #BreakingNews. Thoughts?,3230885,04:32:00,36244,19438,0.5363,1815,908,4621,339,259,184,569,106,23,47,93,18,5,2042,1260
2020-05-17 07:11:00,Did you hear about #Gaming? Crazy stuff!,5928819,07:11:00,40137,10317,0.257,1424,453,4483,473,89,93,76,322,34,29,9,11,0,2969,2663
2020-12-17 19:17:00,Loving the latest updates on #BreakingNews!,9920457,19:17:00,30648,297,0.0097,1132,592,2473,172,144,175,611,7,8,16,47,3,10,4031,2079
2020-08-06 18:35:00,Loving the latest updates on #Gaming!,8529768,18:35:00,41293,39468,0.9558,1522,409,3500,181,300,80,35,391,19,22,91,0,7,418,2792
2020-10-05 05:37:00,Did you hear about #AI? Crazy stuff!,6769374,05:37:00,44298,18430,0.416,1599,110,842,284,257,197,643,200,54,16,97,14,7,4636,1944
2020-11-12 18:13:00,Just saw something interesting about #BreakingNews. Thoughts?,1960831,18:13:00,39176,36603,0.9343,1618,403,1467,137,115,42,268,300,47,2,29,17,8,993,2321
2020-02-25 03:12:00,#Gaming is the future! Can't wait to see what happens next.,9040908,03:12:00,17658,4742,0.2685,45,163,2298,92,246,59,122,225,53,46,8,15,5,1602,1674
2020-01-02 11:18:00,Did you hear about #Gaming? Crazy stuff!,9588854,11:18:00,41378,14839,0.3586,1920,192,4354,324,290,61,126,30,34,28,90,1,10,4704,703
2020-09-04 20:34:00,Did you hear about #FoodLover? Crazy stuff!,4360554,20:34:00,43223,1235,0.0286,1327,772,2192,2,156,94,496,87,33,26,30,17,1,3940,580
2020-04-02 22:01:00,#Gaming is the future! Can't wait to see what happens next.,3549857,22:01:00,18702,15760,0.8427,221,250,2060,6,255,111,477,171,79,16,75,5,8,2773,2665
2020-06-10 23:47:00,Loving the latest updates on #Football!,7797788,23:47:00,27040,7816,0.2891,1848,102,2078,138,244,73,108,117,82,16,92,1,4,4356,429
2020-08-03 18:31:00,Loving the latest updates on #Football!,5322062,18:31:00,17009,5679,0.3339,1653,583,2324,15,152,67,591,32,85,37,82,20,8,3990,76
2020-07-25 14:00:00,"I just read an article on #FoodLover, and it's amazing!",9726001,14:00:00,49210,32121,0.6527,809,605,4536,232,56,185,202,349,68,39,8,18,7,2426,2256
2020-06-21 16:39:00,Just saw something interesting about #Gaming. Thoughts?,1734551,16:39:00,47473,11963,0.252,1413,825,2280,201,0,130,30,360,25,4,75,13,0,1393,2662
2020-10-22 00:05:00,Just saw something interesting about #AI. Thoughts?,5574379,00:05:00,22461,18893,0.8411,1282,559,631,285,192,49,573,170,96,13,75,20,8,2642,415
2020-09-01 00:36:00,Did you hear about #BreakingNews? Crazy stuff!,4502159,00:36:00,2653,627,0.2363,80,334,3358,94,215,138,351,213,18,20,44,7,9,1370,2899
2020-08-22 10:59:00,Just saw something interesting about #Football. Thoughts?,3543104,10:59:00,30089,22116,0.735,7,455,2526,391,208,76,641,256,51,18,72,2,3,165,1542
2020-05-20 09:35:00,Just saw something interesting about #Gaming. Thoughts?,7404102,09:35:00,29036,3477,0.1197,58,851,1814,94,42,124,278,148,64,47,9,11,1,2943,303
2020-02-07 13:51:00,Did you hear about #BreakingNews? Crazy stuff!,8344776,13:51:00,39935,37962,0.9506,564,950,2213,493,160,62,107,217,76,49,85,18,7,996,1616
2020-10-01 13:25:00,Did you hear about #Football? Crazy stuff!,4315998,13:25:00,33450,23628,0.7064,783,313,2035,60,50,57,154,39,38,16,39,4,10,3330,943
2020-12-25 19:11:00,#Football is the future! Can't wait to see what happens next.,2917780,19:11:00,1414,622,0.4399,34,646,1530,25,194,39,240,99,64,14,50,5,8,3900,2261
2020-03-18 07:09:00,Just saw something interesting about #BreakingNews. Thoughts?,9583253,07:09:00,3832,3008,0.785,384,927,3102,442,215,21,300,262,100,10,55,11,8,2396,1035
2020-02-12 07:10:00,#BreakingNews is the future! Can't wait to see what happens next.,6391586,07:10:00,22121,16765,0.7579,1742,561,125,395,35,173,607,322,82,2,32,8,5,4731,963
2020-10-22 13:43:00,#Football is the future! Can't wait to see what happens next.,2741855,13:43:00,49194,220,0.0045,1706,116,2086,123,43,50,623,209,47,22,96,2,7,1636,2408
2020-03-16 04:55:00,#BreakingNews is the future! Can't wait to see what happens next.,3085798,04:55:00,41654,30740,0.738,1295,330,947,494,128,154,378,19,56,21,60,1,3,2052,1888
2020-11-27 06:39:00,"I just read an article on #FoodLover, and it's amazing!",7081051,06:39:00,28398,14069,0.4954,1714,813,2906,292,14,67,181,119,8,34,33,14,3,416,2892
2020-11-04 20:58:00,Loving the latest updates on #BreakingNews!,7436119,20:58:00,16049,3638,0.2267,845,326,4787,52,93,136,648,176,7,1,44,5,7,2464,178
2020-04-11 07:18:00,Did you hear about #AI? Crazy stuff!,1286188,07:18:00,9826,7805,0.7943,372,899,3524,426,35,27,573,80,52,32,85,20,6,1356,1188
2020-05-16 21:25:00,#Football is the future! Can't wait to see what happens next.,2370128,21:25:00,10240,469,0.0458,1394,824,3900,146,54,31,289,204,86,12,12,9,7,4320,2589
2020-03-05 13:18:00,"I just read an article on #FoodLover, and it's amazing!",7559761,13:18:00,45936,6590,0.1435,1994,445,1421,306,143,17,617,54,92,47,91,6,5,4325,2895
2020-04-11 13:41:00,"I just read an article on #FoodLover, and it's amazing!",1864552,13:41:00,15000,9489,0.6326,755,588,2145,15,266,143,274,332,76,7,22,16,2,1250,1748
2020-02-17 19:44:00,#Football is the future! Can't wait to see what happens next.,4083489,19:44:00,37538,19080,0.5083,103,720,2634,476,290,138,266,242,69,41,20,14,4,3395,143
2020-02-09 06:21:00,Did you hear about #BreakingNews? Crazy stuff!,3870087,06:21:00,30642,18228,0.5949,1846,668,3043,60,278,11,137,108,90,4,20,20,4,694,2249
2020-04-26 14:33:00,Did you hear about #FoodLover? Crazy stuff!,8981743,14:33:00,1821,898,0.4931,388,601,4261,218,107,128,490,200,38,47,77,3,9,1676,2979
2020-08-05 08:58:00,#AI is the future! Can't wait to see what happens next.,5271877,08:58:00,26870,12990,0.4834,1909,930,3247,23,33,94,43,37,93,11,4,9,9,4124,328
2020-07-21 16:29:00,Loving the latest updates on #AI!,9765933,16:29:00,5895,4734,0.8031,600,873,4233,254,224,124,426,243,45,32,29,4,6,3719,2304
2020-10-25 09:56:00,"I just read an article on #Gaming, and it's amazing!",2024075,09:56:00,37648,25299,0.672,184,866,843,332,230,126,356,89,60,3,0,2,4,4001,2740
2020-09-04 20:00:00,"I just read an article on #Football, and it's amazing!",2142219,20:00:00,42224,4949,0.1172,104,911,927,49,261,196,334,293,49,35,26,3,5,1956,184
2020-02-22 06:33:00,Loving the latest updates on #AI!,1213095,06:33:00,18635,8216,0.4409,993,354,1459,264,281,80,533,81,4,26,90,20,2,4251,41
2020-10-01 19:19:00,Just saw something interesting about #FoodLover. Thoughts?,9933106,19:19:00,34951,11279,0.3227,1524,348,742,446,44,182,509,17,97,6,96,6,0,2866,2755
2020-08-09 10:47:00,Just saw something interesting about #Gaming. Thoughts?,7009260,10:47:00,4690,3380,0.7207,1557,144,2368,417,227,90,47,172,14,49,4,8,10,1160,1792
2020-07-20 08:40:00,"I just read an article on #Football, and it's amazing!",6842386,08:40:00,14340,13889,0.9685,188,558,4254,265,110,40,353,4,56,19,39,6,9,2584,2605
2020-11-22 11:17:00,#AI is the future! Can't wait to see what happens next.,1582310,11:17:00,30227,12076,0.3995,1413,127,710,84,162,1,654,259,34,18,32,2,1,614,1330
2020-04-22 05:00:00,Just saw something interesting about #Football. Thoughts?,9038653,05:00:00,34697,13274,0.3826,1564,914,1422,156,257,100,149,383,61,49,15,10,2,2559,1675
2020-07-28 21:08:00,"I just read an article on #FoodLover, and it's amazing!",8767751,21:08:00,45067,10105,0.2242,1780,246,4786,371,178,66,70,223,6,30,41,17,9,75,2357
2020-01-15 18:56:00,Just saw something interesting about #Football. Thoughts?,9098086,18:56:00,25649,5559,0.2167,1814,680,1674,188,151,183,342,327,55,45,4,11,3,3917,2230
2020-02-27 13:51:00,Loving the latest updates on #Gaming!,3586953,13:51:00,15346,3720,0.2424,1782,655,2846,481,62,176,66,370,87,5,57,18,4,1425,1653
2020-08-31 06:34:00,#AI is the future! Can't wait to see what happens next.,6039447,06:34:00,46843,28114,0.6002,571,856,4732,174,137,25,346,347,44,15,50,13,5,939,219
2020-09-15 07:38:00,"I just read an article on #BreakingNews, and it's amazing!",3294944,07:38:00,11298,4411,0.3904,728,223,1761,85,265,82,256,21,5,3,71,10,5,860,2611
2020-12-27 02:29:00,Did you hear about #Football? Crazy stuff!,3571881,02:29:00,38771,25646,0.6615,882,111,4822,277,254,134,95,65,76,13,98,6,1,2583,971
2020-02-20 20:18:00,Did you hear about #BreakingNews? Crazy stuff!,3786137,20:18:00,12323,2200,0.1785,16,630,4504,410,222,38,156,133,78,14,53,19,2,1299,738
2020-12-15 10:17:00,Loving the latest updates on #BreakingNews!,5386632,10:17:00,26892,21090,0.7842,224,42,192,274,38,184,501,159,27,30,79,5,0,3894,673
2020-02-16 02:28:00,Loving the latest updates on #FoodLover!,7900306,02:28:00,16516,10674,0.6463,597,609,2452,10,164,53,633,339,82,48,50,0,9,3147,2367
2020-09-05 22:21:00,Loving the latest updates on #AI!,6394836,22:21:00,49896,46376,0.9295,45,721,2479,59,126,82,415,74,94,10,4,6,6,3195,736
2020-05-17 04:03:00,"I just read an article on #AI, and it's amazing!",3260001,04:03:00,25265,16593,0.6568,277,846,1425,273,121,101,206,141,82,49,54,19,4,2538,2184
